price,kms_driven,owner,age,power,brand
100000.0,47313.0,First Owner,9.0,350.0,Royal Enfield
138000.0,5457.0,First Owner,5.0,500.0,Royal Enfield
80000.0,17000.0,Second Owner,9.0,350.0,Royal Enfield
25000.0,20000.0,First Owner,11.0,125.0,Hero
59000.0,16000.0,First Owner,5.0,150.0,Bajaj
85000.0,15891.0,First Owner,4.0,150.0,Suzuki
135000.0,17600.0,First Owner,7.0,500.0,Royal Enfield
35000.0,31006.0,First Owner,5.0,150.0,Bajaj
110000.0,7193.0,First Owner,4.0,350.0,Royal Enfield
90000.0,10195.0,First Owner,5.0,350.0,Royal Enfield
105000.0,8179.0,First Owner,3.0,350.0,Royal Enfield
70000.0,25000.0,First Owner,4.0,150.0,Honda
22000.0,19385.0,First Owner,6.0,100.0,Bajaj
32000.0,12315.0,First Owner,5.0,150.0,Bajaj
35000.0,1909.0,First Owner,4.0,125.0,Honda
20000.0,48782.0,First Owner,11.0,160.0,TVS
130000.0,22705.0,First Owner,5.0,500.0,Royal Enfield
41000.0,36000.0,First Owner,5.0,150.0,Hero
27000.0,20999.0,First Owner,8.0,100.0,Hero
47000.0,18415.0,First Owner,8.0,150.0,Yamaha
31000.0,23019.0,First Owner,4.0,100.0,Bajaj
23000.0,16230.0,First Owner,9.0,160.0,TVS
37000.0,23691.0,First Owner,6.0,125.0,Honda
15000.0,19170.0,First Owner,11.0,100.0,Bajaj
22000.0,16592.0,First Owner,6.0,100.0,TVS
38000.0,11408.0,First Owner,3.0,100.0,Bajaj
33000.0,13478.0,First Owner,3.0,110.0,Bajaj
55000.0,4195.0,First Owner,2.0,100.0,Hero
22000.0,11381.0,First Owner,7.0,100.0,Hero
45000.0,15665.0,First Owner,7.0,220.0,Bajaj
79999.0,9200.0,First Owner,3.0,150.0,Suzuki
61700.0,21000.0,First Owner,4.0,220.0,Bajaj
40000.0,30711.0,Second Owner,9.0,200.0,Bajaj
40000.0,32000.0,First Owner,6.0,150.0,Suzuki
19000.0,39858.0,First Owner,11.0,150.0,Bajaj
26000.0,32489.0,First Owner,7.0,125.0,Honda
110000.0,27240.0,Second Owner,7.0,390.0,KTM
22500.0,17644.0,First Owner,8.0,125.0,Honda
65000.0,12917.0,First Owner,3.0,160.0,TVS
23000.0,23244.0,First Owner,5.0,110.0,TVS
23000.0,17853.0,First Owner,8.0,100.0,Hero
25000.0,24510.0,First Owner,5.0,100.0,Bajaj
20000.0,21000.0,First Owner,14.0,125.0,Bajaj
32000.0,15898.0,First Owner,5.0,100.0,Hero
32000.0,25130.0,First Owner,5.0,100.0,Hero
32000.0,9338.0,First Owner,5.0,100.0,Hero
32000.0,25430.0,First Owner,7.0,100.0,Hero
32000.0,36080.0,First Owner,11.0,223.0,Hero
32000.0,16271.0,First Owner,5.0,100.0,Hero
51000.0,18314.0,First Owner,7.0,160.0,TVS
50000.0,22932.0,Second Owner,9.0,160.0,TVS
50000.0,18229.0,First Owner,5.0,160.0,TVS
47000.0,26000.0,First Owner,8.0,160.0,TVS
38000.0,27350.0,First Owner,8.0,150.0,Bajaj
38000.0,9370.0,First Owner,8.0,220.0,Bajaj
37000.0,17663.0,First Owner,3.0,100.0,Bajaj
36000.0,12000.0,First Owner,3.0,125.0,Bajaj
35000.0,33505.0,First Owner,3.0,100.0,Bajaj
35000.0,19374.0,First Owner,4.0,100.0,Bajaj
34000.0,9660.0,First Owner,3.0,100.0,Bajaj
34000.0,13000.0,First Owner,11.0,180.0,Bajaj
34000.0,18000.0,First Owner,8.0,150.0,Bajaj
21000.0,22681.0,First Owner,8.0,110.0,Mahindra
30000.0,28785.0,First Owner,10.0,160.0,TVS
29000.0,7000.0,First Owner,10.0,110.0,TVS
26500.0,2342.0,First Owner,9.0,110.0,TVS
180000.0,2000.0,First Owner,2.0,200.0,KTM
26000.0,24000.0,First Owner,7.0,110.0,TVS
23000.0,26802.0,First Owner,8.0,100.0,TVS
38000.0,24956.0,First Owner,5.0,100.0,Hero
38000.0,18945.0,First Owner,6.0,100.0,Hero
37000.0,37880.0,First Owner,4.0,100.0,Hero
35000.0,22061.0,First Owner,4.0,125.0,Honda
35000.0,23298.0,First Owner,5.0,125.0,Honda
34000.0,22430.0,First Owner,4.0,125.0,Honda
49000.0,16152.0,First Owner,3.0,100.0,Hero
49000.0,5469.0,First Owner,3.0,100.0,Hero
48000.0,15000.0,First Owner,3.0,125.0,Hero
46000.0,60078.0,First Owner,3.0,110.0,Hero
45000.0,36344.0,First Owner,5.0,100.0,Hero
31000.0,9000.0,First Owner,4.0,110.0,TVS
70000.0,28112.0,First Owner,4.0,150.0,Suzuki
19000.0,21878.0,First Owner,11.0,150.0,Yamaha
20000.0,66386.0,First Owner,16.0,150.0,Bajaj
33000.0,15127.0,First Owner,3.0,100.0,Bajaj
155000.0,12900.0,First Owner,6.0,390.0,KTM
20000.0,9100.0,First Owner,13.0,150.0,Honda
52000.0,12322.0,First Owner,2.0,110.0,Honda
60000.0,24000.0,First Owner,5.0,150.0,Suzuki
14000.0,82289.0,First Owner,11.0,100.0,Bajaj
18000.0,39363.0,First Owner,12.0,100.0,Bajaj
90000.0,1406.0,First Owner,2.0,200.0,Hero
29000.0,20440.0,First Owner,11.0,220.0,Bajaj
80000.0,2700.0,First Owner,2.0,160.0,Bajaj
15000.0,11065.0,Second Owner,12.0,100.0,Bajaj
62000.0,2259.0,First Owner,2.0,125.0,Honda
23000.0,29530.0,First Owner,4.0,100.0,Bajaj
21000.0,18330.0,First Owner,10.0,135.0,Bajaj
32000.0,21588.0,First Owner,5.0,150.0,Bajaj
45000.0,21580.0,First Owner,7.0,150.0,Yamaha
50000.0,18516.0,First Owner,3.0,150.0,Bajaj
30000.0,21522.0,First Owner,5.0,100.0,Hero
19800.0,18100.0,First Owner,11.0,100.0,Hero
81300.0,25000.0,Second Owner,9.0,350.0,Royal Enfield
50200.0,10000.0,First Owner,5.0,200.0,Bajaj
35000.0,40271.0,First Owner,8.0,150.0,Yamaha
40000.0,23800.0,First Owner,6.0,180.0,Bajaj
33000.0,10051.0,First Owner,5.0,150.0,Bajaj
47000.0,7787.0,First Owner,4.0,160.0,TVS
25000.0,16803.0,First Owner,6.0,100.0,Hero
32000.0,33487.0,First Owner,13.0,150.0,Yamaha
39000.0,6000.0,First Owner,3.0,110.0,Bajaj
33000.0,18204.0,First Owner,6.0,160.0,TVS
50000.0,18235.0,First Owner,5.0,220.0,Bajaj
90000.0,15255.0,First Owner,3.0,150.0,Suzuki
35000.0,46000.0,First Owner,11.0,125.0,Honda
22000.0,26083.0,First Owner,8.0,110.0,Hero
43000.0,11930.0,First Owner,7.0,200.0,Bajaj
28500.0,18748.0,First Owner,8.0,150.0,Yamaha
31000.0,16789.0,First Owner,5.0,110.0,Honda
24000.0,15780.0,First Owner,5.0,100.0,Bajaj
24000.0,18710.0,First Owner,7.0,100.0,Bajaj
24000.0,35720.0,First Owner,9.0,125.0,Bajaj
23000.0,22173.0,First Owner,5.0,100.0,Bajaj
23000.0,17904.0,First Owner,6.0,100.0,Bajaj
23000.0,10597.0,First Owner,5.0,100.0,Bajaj
22000.0,47853.0,First Owner,9.0,100.0,Bajaj
21000.0,44770.0,First Owner,11.0,150.0,Bajaj
19000.0,36526.0,First Owner,9.0,125.0,Bajaj
18000.0,28709.0,First Owner,16.0,100.0,Bajaj
16000.0,55000.0,First Owner,13.0,100.0,Bajaj
16000.0,32791.0,First Owner,12.0,100.0,Bajaj
31500.0,48568.0,Second Owner,10.0,223.0,Hero
31500.0,18652.0,First Owner,8.0,110.0,Hero
31000.0,17405.0,First Owner,6.0,100.0,Hero
30500.0,22598.0,First Owner,8.0,100.0,Hero
14000.0,21999.0,First Owner,14.0,100.0,Hero
12000.0,35000.0,First Owner,15.0,100.0,Hero
48500.0,28135.0,First Owner,7.0,220.0,Bajaj
44000.0,42500.0,First Owner,7.0,220.0,Bajaj
26000.0,17000.0,First Owner,11.0,125.0,Hero
26000.0,19617.0,First Owner,6.0,100.0,Hero
26000.0,13000.0,First Owner,10.0,100.0,Hero
26000.0,14882.0,First Owner,7.0,100.0,Hero
27000.0,25501.0,First Owner,6.0,100.0,Hero
27000.0,17507.0,First Owner,7.0,100.0,Hero
27000.0,20000.0,First Owner,7.0,100.0,Hero
29500.0,18197.0,First Owner,5.0,100.0,Hero
29000.0,20481.0,First Owner,15.0,100.0,Hero
57000.0,1000.0,First Owner,3.0,125.0,Honda
100000.0,21548.0,First Owner,5.0,300.0,Mahindra
29500.0,18000.0,First Owner,10.0,100.0,Hero
28000.0,13060.0,First Owner,10.0,100.0,Hero
26500.0,20385.0,First Owner,10.0,100.0,Hero
23000.0,21332.0,First Owner,10.0,100.0,Hero
21000.0,20859.0,First Owner,10.0,100.0,Hero
20500.0,48412.0,First Owner,9.0,100.0,Hero
145000.0,19000.0,First Owner,5.0,250.0,Benelli
60000.0,10212.0,First Owner,3.0,150.0,Bajaj
60000.0,17962.0,First Owner,5.0,220.0,Bajaj
40000.0,20000.0,First Owner,4.0,100.0,Hero
22000.0,32600.0,First Owner,8.0,125.0,Honda
17000.0,13010.0,First Owner,10.0,100.0,Hero
80000.0,9895.0,First Owner,3.0,200.0,TVS
31600.0,50000.0,First Owner,6.0,150.0,Bajaj
71600.0,35000.0,Second Owner,6.0,150.0,Yamaha
120000.0,4000.0,First Owner,3.0,200.0,Bajaj
115700.0,2000.0,First Owner,4.0,150.0,Yamaha
85000.0,3900.0,Second Owner,3.0,200.0,TVS
34000.0,50000.0,Second Owner,7.0,150.0,Bajaj
140000.0,12643.0,First Owner,5.0,500.0,Royal Enfield
325000.0,4378.0,Second Owner,6.0,750.0,Harley-Davidson
30000.0,29508.0,First Owner,8.0,125.0,Honda
32000.0,59500.0,Third Owner,5.0,150.0,Suzuki
26500.0,25000.0,First Owner,9.0,150.0,Honda
42000.0,16000.0,First Owner,4.0,100.0,Hero
18900.0,35000.0,Second Owner,12.0,100.0,Hero
118000.0,8000.0,First Owner,6.0,500.0,Royal Enfield
24000.0,18000.0,First Owner,8.0,100.0,Hero
430000.0,600.0,First Owner,5.0,750.0,Harley-Davidson
18000.0,22000.0,Second Owner,12.0,150.0,Bajaj
40000.0,41355.0,First Owner,7.0,150.0,Yamaha
51000.0,8972.0,First Owner,2.0,125.0,Honda
70000.0,14550.0,First Owner,9.0,250.0,Honda
170000.0,3000.0,First Owner,4.0,250.0,KTM
30000.0,66016.0,First Owner,9.0,150.0,Hero
145400.0,1980.0,First Owner,2.0,200.0,Bajaj
35000.0,13330.0,First Owner,5.0,125.0,Bajaj
65999.0,9999.0,First Owner,3.0,160.0,TVS
100500.0,48000.0,First Owner,5.0,350.0,Royal Enfield
39000.0,8870.0,First Owner,4.0,150.0,Bajaj
27000.0,18661.0,First Owner,4.0,100.0,Hero
71000.0,2700.0,First Owner,3.0,220.0,Bajaj
28000.0,21605.0,First Owner,5.0,110.0,Honda
28000.0,22444.0,First Owner,6.0,110.0,Honda
28000.0,35719.0,First Owner,6.0,110.0,Honda
28000.0,20776.0,First Owner,7.0,125.0,Honda
28000.0,24990.0,First Owner,8.0,125.0,Honda
26000.0,36250.0,First Owner,12.0,125.0,Honda
55000.0,17000.0,First Owner,4.0,100.0,Hero
55000.0,5238.0,First Owner,2.0,100.0,Hero
37000.0,12500.0,First Owner,8.0,220.0,Bajaj
33000.0,28422.0,First Owner,7.0,150.0,Yamaha
33000.0,15388.0,First Owner,7.0,150.0,Yamaha
32000.0,35000.0,First Owner,11.0,150.0,Yamaha
30000.0,23500.0,First Owner,9.0,150.0,Yamaha
28000.0,20555.0,First Owner,10.0,150.0,Yamaha
100000.0,18239.0,First Owner,6.0,350.0,Royal Enfield
33000.0,18677.0,First Owner,6.0,100.0,TVS
25500.0,27272.0,First Owner,8.0,110.0,Honda
58000.0,20000.0,First Owner,5.0,223.0,Hero
66778.0,33962.0,First Owner,10.0,350.0,Royal Enfield
124000.0,23000.0,First Owner,5.0,350.0,Royal Enfield
135000.0,15000.0,Second Owner,7.0,390.0,KTM
25000.0,22000.0,First Owner,13.0,180.0,Bajaj
130000.0,3700.0,First Owner,6.0,500.0,Royal Enfield
90000.0,17900.0,First Owner,6.0,350.0,Royal Enfield
95000.0,17553.0,Second Owner,6.0,350.0,Royal Enfield
30000.0,18516.0,First Owner,8.0,110.0,Honda
29700.0,19500.0,First Owner,6.0,110.0,Honda
70100.0,35000.0,Second Owner,9.0,350.0,Royal Enfield
80000.0,10444.0,First Owner,6.0,350.0,Royal Enfield
92000.0,10043.0,First Owner,4.0,350.0,Royal Enfield
19000.0,16954.0,First Owner,9.0,100.0,Hero
71000.0,26379.0,First Owner,11.0,350.0,Royal Enfield
115000.0,18500.0,First Owner,4.0,350.0,Royal Enfield
71000.0,14144.0,Second Owner,8.0,200.0,KTM
45000.0,23910.0,First Owner,5.0,160.0,Honda
170000.0,26000.0,First Owner,3.0,500.0,Royal Enfield
152500.0,4700.0,First Owner,4.0,500.0,Royal Enfield
165000.0,22876.0,First Owner,3.0,410.0,Royal Enfield
70400.0,8400.0,First Owner,3.0,160.0,Bajaj
42500.0,9300.0,First Owner,5.0,220.0,Bajaj
110000.0,20844.0,First Owner,7.0,350.0,Royal Enfield
107000.0,18443.0,First Owner,5.0,350.0,Royal Enfield
113600.0,6000.0,First Owner,4.0,150.0,Yamaha
23000.0,12152.0,First Owner,11.0,150.0,TVS
15244.0,40320.0,First Owner,15.0,125.0,Hero
30000.0,18000.0,First Owner,7.0,150.0,Yamaha
75000.0,24700.0,First Owner,8.0,500.0,Royal Enfield
32000.0,18880.0,First Owner,8.0,220.0,Bajaj
65000.0,4500.0,First Owner,4.0,150.0,Honda
50000.0,28640.0,Second Owner,7.0,150.0,Yamaha
45000.0,33000.0,First Owner,7.0,135.0,Bajaj
95000.0,7898.0,First Owner,4.0,250.0,Yamaha
50000.0,24336.0,First Owner,4.0,150.0,Suzuki
91161.0,8800.0,First Owner,7.0,350.0,Royal Enfield
38000.0,26000.0,First Owner,9.0,180.0,Bajaj
75000.0,23799.0,First Owner,15.0,350.0,Royal Enfield
210000.0,1900.0,First Owner,2.0,390.0,KTM
56000.0,7974.0,First Owner,4.0,160.0,Bajaj
71000.0,5340.0,First Owner,3.0,150.0,Yamaha
22500.0,40000.0,Second Owner,9.0,150.0,Yamaha
94000.0,19869.0,First Owner,5.0,350.0,Royal Enfield
102700.0,22000.0,First Owner,5.0,350.0,Royal Enfield
107000.0,27000.0,First Owner,5.0,350.0,Royal Enfield
330000.0,4200.0,First Owner,3.0,250.0,Hyosung
23500.0,31374.0,First Owner,8.0,150.0,Yamaha
62000.0,8010.0,First Owner,4.0,150.0,Yamaha
38000.0,21249.0,First Owner,3.0,110.0,TVS
18000.0,23650.0,First Owner,9.0,100.0,TVS
55000.0,12944.0,First Owner,7.0,220.0,Bajaj
105000.0,20000.0,First Owner,8.0,500.0,Royal Enfield
118000.0,18331.0,First Owner,5.0,200.0,KTM
26000.0,15508.0,First Owner,6.0,100.0,Bajaj
37000.0,30334.0,Fourth Owner Or More,7.0,220.0,Bajaj
48000.0,52904.0,Second Owner,14.0,350.0,Royal Enfield
53000.0,18200.0,First Owner,5.0,220.0,Bajaj
75000.0,30875.0,First Owner,7.0,350.0,Royal Enfield
85000.0,7500.0,First Owner,3.0,200.0,TVS
23000.0,14489.0,First Owner,4.0,110.0,Honda
13000.0,64323.0,First Owner,11.0,125.0,Honda
160000.0,7299.0,First Owner,4.0,350.0,Royal Enfield
34000.0,18585.0,First Owner,6.0,110.0,Honda
135000.0,7409.0,First Owner,4.0,500.0,Royal Enfield
32000.0,25000.0,First Owner,5.0,110.0,Honda
60000.0,20021.0,First Owner,5.0,220.0,Bajaj
40000.0,15000.0,First Owner,6.0,180.0,Bajaj
100000.0,17600.0,First Owner,6.0,390.0,KTM
61000.0,64284.0,First Owner,8.0,200.0,KTM
69500.0,9943.0,First Owner,2.0,150.0,Yamaha
79000.0,18000.0,First Owner,5.0,200.0,Bajaj
55000.0,4000.0,First Owner,4.0,150.0,Yamaha
18000.0,39303.0,First Owner,13.0,180.0,Bajaj
20500.0,32000.0,First Owner,10.0,150.0,Yamaha
24000.0,35838.0,First Owner,6.0,110.0,Hero
73000.0,2055.0,First Owner,3.0,180.0,Bajaj
20000.0,26896.0,First Owner,9.0,125.0,Bajaj
48300.0,3100.0,First Owner,7.0,150.0,Honda
66700.0,5000.0,First Owner,5.0,200.0,Bajaj
160000.0,1189.0,First Owner,2.0,350.0,Royal Enfield
161300.0,17000.0,First Owner,5.0,535.0,Royal Enfield
120000.0,24200.0,First Owner,4.0,400.0,Bajaj
58690.0,20000.0,First Owner,5.0,150.0,Suzuki
150000.0,11000.0,First Owner,4.0,400.0,Bajaj
20000.0,52487.0,First Owner,12.0,160.0,TVS
25000.0,23500.0,First Owner,6.0,110.0,Hero
22000.0,17799.0,First Owner,5.0,100.0,Bajaj
21000.0,57000.0,First Owner,10.0,125.0,Bajaj
15000.0,35376.0,First Owner,11.0,100.0,TVS
80900.0,19500.0,First Owner,6.0,200.0,Bajaj
24000.0,26000.0,First Owner,8.0,100.0,Hero
108000.0,29100.0,First Owner,6.0,350.0,Royal Enfield
200000.0,14608.0,First Owner,3.0,200.0,KTM
110000.0,24815.0,First Owner,4.0,350.0,Royal Enfield
31000.0,12410.0,First Owner,7.0,100.0,Hero
95000.0,9293.0,First Owner,6.0,150.0,Honda
130000.0,6240.0,First Owner,5.0,200.0,KTM
120000.0,10000.0,First Owner,4.0,200.0,KTM
110000.0,13000.0,First Owner,4.0,200.0,KTM
34000.0,39422.0,First Owner,6.0,100.0,Hero
34000.0,18755.0,First Owner,5.0,100.0,Hero
34000.0,22011.0,First Owner,7.0,100.0,Hero
130000.0,4932.0,First Owner,4.0,350.0,Royal Enfield
25500.0,19000.0,First Owner,10.0,100.0,Hero
10005.0,32521.0,First Owner,13.0,125.0,Yamaha
439000.0,2472.0,First Owner,5.0,750.0,Harley-Davidson
32000.0,41000.0,First Owner,7.0,150.0,Bajaj
32000.0,12889.0,First Owner,5.0,100.0,Hero
32000.0,14604.0,First Owner,4.0,100.0,Hero
32000.0,15898.0,First Owner,5.0,100.0,Hero
32000.0,25130.0,First Owner,5.0,100.0,Hero
32000.0,9338.0,First Owner,5.0,100.0,Hero
32000.0,25430.0,First Owner,7.0,100.0,Hero
32000.0,36080.0,First Owner,11.0,223.0,Hero
32000.0,16271.0,First Owner,5.0,100.0,Hero
51000.0,18314.0,First Owner,7.0,160.0,TVS
50000.0,22932.0,Second Owner,9.0,160.0,TVS
31000.0,15700.0,First Owner,4.0,110.0,Hero
35000.0,53005.0,First Owner,7.0,150.0,Yamaha
22500.0,40000.0,Second Owner,9.0,150.0,Yamaha
78000.0,27300.0,First Owner,6.0,150.0,Honda
55000.0,4000.0,First Owner,4.0,150.0,Yamaha
100000.0,17600.0,First Owner,6.0,390.0,KTM
61000.0,64284.0,First Owner,8.0,200.0,KTM
35000.0,24635.0,First Owner,5.0,150.0,Bajaj
43000.0,27135.0,Second Owner,5.0,150.0,Bajaj
49000.0,29003.0,First Owner,4.0,150.0,Bajaj
25000.0,16208.0,First Owner,5.0,100.0,TVS
25000.0,17194.0,First Owner,4.0,100.0,TVS
159500.0,1000.0,First Owner,5.0,410.0,Royal Enfield
21000.0,20195.0,First Owner,5.0,125.0,Yamaha
36000.0,8500.0,Second Owner,5.0,125.0,Honda
75000.0,2452.0,First Owner,3.0,150.0,Suzuki
192000.0,16000.0,First Owner,6.0,300.0,Benelli
700000.0,285.0,First Owner,3.0,1000.0,Yamaha
31500.0,33000.0,Second Owner,11.0,150.0,Yamaha
83000.0,13800.0,Second Owner,7.0,350.0,Royal Enfield
38000.0,18945.0,First Owner,6.0,100.0,Hero
37000.0,37880.0,First Owner,4.0,100.0,Hero
35000.0,22061.0,First Owner,4.0,125.0,Honda
35000.0,23298.0,First Owner,5.0,125.0,Honda
34000.0,22430.0,First Owner,4.0,125.0,Honda
64000.0,20816.0,Second Owner,5.0,150.0,Bajaj
137000.0,7500.0,First Owner,3.0,350.0,Royal Enfield
50000.0,24419.0,First Owner,7.0,200.0,Bajaj
54500.0,23833.0,First Owner,4.0,150.0,Suzuki
45000.0,16445.0,First Owner,3.0,125.0,Hero
43000.0,21000.0,First Owner,4.0,110.0,Hero
43000.0,55000.0,First Owner,4.0,110.0,Hero
18000.0,49692.0,First Owner,13.0,110.0,TVS
36700.0,37861.0,First Owner,4.0,150.0,Bajaj
62000.0,18500.0,First Owner,4.0,160.0,TVS
115000.0,18500.0,First Owner,4.0,350.0,Royal Enfield
79000.0,22000.0,First Owner,7.0,150.0,Yamaha
71000.0,14144.0,Second Owner,8.0,200.0,KTM
49000.0,16152.0,First Owner,3.0,100.0,Hero
49000.0,5469.0,First Owner,3.0,100.0,Hero
48000.0,15000.0,First Owner,3.0,125.0,Hero
46000.0,60078.0,First Owner,3.0,110.0,Hero
45000.0,36344.0,First Owner,5.0,100.0,Hero
31000.0,9000.0,First Owner,4.0,110.0,TVS
70000.0,28112.0,First Owner,4.0,150.0,Suzuki
55000.0,23000.0,First Owner,6.0,150.0,Suzuki
35000.0,25063.0,First Owner,4.0,100.0,Hero
35000.0,20375.0,First Owner,6.0,100.0,Hero
33000.0,23873.0,First Owner,7.0,100.0,Hero
23000.0,20931.0,First Owner,11.0,100.0,Hero
82000.0,11000.0,First Owner,3.0,150.0,Suzuki
50000.0,14000.0,First Owner,5.0,150.0,Suzuki
150000.0,7555.0,First Owner,5.0,410.0,Royal Enfield
100000.0,47313.0,First Owner,9.0,350.0,Royal Enfield
138000.0,5457.0,First Owner,5.0,500.0,Royal Enfield
36500.0,7086.0,First Owner,5.0,100.0,Hero
36000.0,19253.0,First Owner,6.0,100.0,Hero
36000.0,20494.0,First Owner,5.0,125.0,Hero
166000.0,5150.0,First Owner,7.0,300.0,Kawasaki
147700.0,4600.0,First Owner,4.0,400.0,Bajaj
85000.0,4652.0,First Owner,4.0,200.0,TVS
19000.0,43000.0,First Owner,13.0,100.0,Hero
32000.0,70000.0,First Owner,10.0,180.0,Bajaj
65000.0,80000.0,First Owner,5.0,220.0,Bajaj
35000.0,60000.0,Second Owner,12.0,220.0,Bajaj
100000.0,13829.0,First Owner,5.0,200.0,Bajaj
66000.0,23000.0,First Owner,5.0,150.0,Yamaha
110000.0,6800.0,First Owner,3.0,200.0,TVS
51000.0,12000.0,First Owner,2.0,110.0,TVS
22950.0,32494.0,Second Owner,3.0,110.0,Suzuki
119000.0,9000.0,Second Owner,5.0,410.0,Royal Enfield
130000.0,30000.0,First Owner,6.0,500.0,Royal Enfield
35000.0,93000.0,First Owner,13.0,150.0,Honda
11500.0,28000.0,First Owner,15.0,100.0,Bajaj
39000.0,1.0,Second Owner,10.0,100.0,Hero
110000.0,32000.0,First Owner,7.0,500.0,Royal Enfield
326000.0,10194.0,First Owner,6.0,650.0,Hyosung
100000.0,10847.0,First Owner,7.0,350.0,Royal Enfield
35000.0,21165.0,First Owner,4.0,100.0,Hero
33000.0,22114.0,First Owner,7.0,100.0,Hero
33000.0,10000.0,First Owner,7.0,100.0,Hero
33000.0,19340.0,First Owner,7.0,110.0,Hero
33000.0,16270.0,First Owner,5.0,100.0,Hero
25000.0,13243.0,First Owner,6.0,100.0,Hero
25000.0,18792.0,First Owner,6.0,100.0,Hero
25000.0,19682.0,First Owner,10.0,100.0,Hero
25000.0,15206.0,First Owner,8.0,125.0,Hero
25000.0,21300.0,First Owner,10.0,100.0,Hero
83000.0,14000.0,First Owner,3.0,150.0,Yamaha
25000.0,32000.0,First Owner,9.0,100.0,Hero
50000.0,27342.0,First Owner,5.0,150.0,Bajaj
48000.0,45037.0,First Owner,6.0,180.0,Bajaj
47000.0,25876.0,First Owner,5.0,150.0,Bajaj
44000.0,20644.0,First Owner,5.0,150.0,Bajaj
40000.0,48203.0,First Owner,5.0,150.0,Bajaj
22000.0,16207.0,First Owner,8.0,100.0,Hero
59000.0,11255.0,First Owner,5.0,150.0,Bajaj
20000.0,18095.0,First Owner,9.0,125.0,Honda
94000.0,19869.0,First Owner,5.0,350.0,Royal Enfield
102700.0,22000.0,First Owner,5.0,350.0,Royal Enfield
26000.0,18320.0,First Owner,5.0,100.0,Hero
91161.0,8800.0,First Owner,7.0,350.0,Royal Enfield
62000.0,24000.0,First Owner,5.0,150.0,Yamaha
71000.0,5340.0,First Owner,3.0,150.0,Yamaha
30000.0,18000.0,First Owner,7.0,150.0,Yamaha
107000.0,27000.0,First Owner,5.0,350.0,Royal Enfield
23000.0,22149.0,First Owner,8.0,160.0,TVS
23500.0,31374.0,First Owner,8.0,150.0,Yamaha
21000.0,32000.0,First Owner,7.0,135.0,Bajaj
18000.0,39303.0,First Owner,13.0,180.0,Bajaj
20500.0,32000.0,First Owner,10.0,150.0,Yamaha
70500.0,33212.0,First Owner,6.0,200.0,Bajaj
27000.0,19591.0,First Owner,8.0,223.0,Hero
560000.0,12000.0,Second Owner,5.0,883.0,Harley-Davidson
43000.0,7880.0,First Owner,4.0,125.0,Honda
50000.0,24336.0,First Owner,4.0,150.0,Suzuki
350000.0,26236.0,First Owner,6.0,750.0,Harley-Davidson
62000.0,14000.0,First Owner,5.0,200.0,TVS
24000.0,22654.0,First Owner,13.0,100.0,Hero
22000.0,20595.0,First Owner,12.0,100.0,Hero
16000.0,14914.0,First Owner,14.0,100.0,Hero
16000.0,31327.0,First Owner,10.0,100.0,Hero
15000.0,56800.0,First Owner,14.0,100.0,Hero
40000.0,9200.0,First Owner,7.0,150.0,Bajaj
32000.0,31000.0,First Owner,7.0,125.0,Honda
31000.0,15149.0,Second Owner,6.0,110.0,Honda
30000.0,18516.0,First Owner,8.0,110.0,Honda
29700.0,19500.0,First Owner,6.0,110.0,Honda
70100.0,35000.0,Second Owner,9.0,350.0,Royal Enfield
80000.0,10444.0,First Owner,6.0,350.0,Royal Enfield
92000.0,10043.0,First Owner,4.0,350.0,Royal Enfield
19000.0,16954.0,First Owner,9.0,100.0,Hero
71000.0,26379.0,First Owner,11.0,350.0,Royal Enfield
155000.0,17000.0,First Owner,5.0,535.0,Royal Enfield
80000.0,17000.0,Second Owner,9.0,350.0,Royal Enfield
110000.0,9304.0,First Owner,4.0,200.0,Bajaj
30000.0,9581.0,First Owner,5.0,150.0,Bajaj
19000.0,17565.0,First Owner,7.0,100.0,Bajaj
38000.0,5511.0,First Owner,3.0,100.0,Hero
25800.0,13128.0,First Owner,5.0,100.0,Bajaj
35500.0,11824.0,First Owner,3.0,100.0,Hero
90000.0,19000.0,First Owner,5.0,200.0,Bajaj
56000.0,29339.0,Third Owner,6.0,150.0,Yamaha
78000.0,15000.0,First Owner,3.0,200.0,Hero
30000.0,20917.0,First Owner,9.0,100.0,Hero
30000.0,21917.0,First Owner,5.0,100.0,Hero
25000.0,17870.0,First Owner,7.0,100.0,Bajaj
75000.0,25483.0,First Owner,3.0,220.0,Bajaj
34000.0,19318.0,First Owner,5.0,100.0,Hero
20000.0,55562.0,First Owner,8.0,110.0,Honda
74000.0,47518.0,First Owner,11.0,500.0,Royal Enfield
31000.0,20135.0,First Owner,10.0,100.0,Hero
26000.0,28024.0,First Owner,7.0,100.0,Hero
26000.0,19152.0,First Owner,8.0,100.0,Hero
34000.0,16306.0,First Owner,5.0,100.0,Hero
76000.0,22749.0,First Owner,6.0,350.0,Royal Enfield
32000.0,24720.0,First Owner,5.0,100.0,Hero
18000.0,22342.0,First Owner,7.0,100.0,Bajaj
30000.0,50000.0,Second Owner,8.0,135.0,Bajaj
50000.0,18000.0,First Owner,5.0,150.0,Bajaj
90000.0,18100.0,First Owner,4.0,250.0,Yamaha
65000.0,21000.0,First Owner,6.0,150.0,Yamaha
98100.0,17000.0,First Owner,7.0,500.0,Royal Enfield
