age,job,marital,education,balance,duration,approval
43.0,blue-collar,married,secondary,667,228.0,no
48.0,admin.,married,secondary,112,139.0,no
57.0,housemaid,married,primary,50,89.0,no
64.0,housemaid,married,primary,768,250.0,no
26.0,services,divorced,secondary,74,106.0,no
33.0,blue-collar,married,secondary,661,968.0,yes
50.0,self-employed,married,secondary,3025,168.0,no
47.0,self-employed,married,tertiary,751,408.0,no
39.0,management,single,tertiary,416,56.0,no
52.0,services,married,primary,14,55.0,no
31.0,blue-collar,single,primary,-502,76.0,no
50.0,blue-collar,married,primary,0,72.0,no
47.0,technician,married,secondary,599,99.0,no
30.0,management,single,tertiary,-218,13.0,no
32.0,technician,single,tertiary,1012,178.0,no
36.0,technician,married,secondary,300,287.0,no
46.0,technician,married,tertiary,217,141.0,no
45.0,management,divorced,tertiary,2096,127.0,no
37.0,technician,single,secondary,0,69.0,no
58.0,housemaid,married,primary,5278,763.0,no
59.0,management,married,tertiary,1831,122.0,no
28.0,management,married,tertiary,1480,143.0,no
48.0,management,married,tertiary,7289,316.0,no
55.0,blue-collar,married,unknown,1665,89.0,no
37.0,blue-collar,single,primary,851,151.0,no
41.0,management,married,tertiary,2885,40.0,no
35.0,blue-collar,married,secondary,137,5.0,no
34.0,blue-collar,single,secondary,1239,90.0,no
43.0,management,single,tertiary,146,50.0,no
59.0,technician,married,secondary,1,159.0,yes
50.0,blue-collar,divorced,primary,-10,369.0,no
37.0,technician,married,secondary,480,344.0,yes
35.0,technician,married,secondary,2789,256.0,no
50.0,technician,single,secondary,3897,298.0,no
36.0,technician,divorced,secondary,487,268.0,no
41.0,admin.,married,secondary,5110,231.0,no
28.0,management,married,tertiary,318,4.0,no
42.0,technician,single,tertiary,-411,78.0,no
60.0,retired,married,secondary,4820,419.0,no
28.0,management,single,tertiary,4937,421.0,no
48.0,entrepreneur,married,secondary,725,105.0,no
51.0,entrepreneur,married,tertiary,5403,42.0,no
32.0,technician,married,tertiary,4089,114.0,no
35.0,technician,married,tertiary,188,286.0,no
37.0,technician,married,unknown,189,238.0,yes
38.0,blue-collar,divorced,secondary,2998,91.0,no
77.0,retired,married,secondary,610,766.0,no
32.0,management,single,unknown,787,92.0,no
43.0,technician,divorced,secondary,167,211.0,no
36.0,management,single,tertiary,243,160.0,no
29.0,management,married,tertiary,877,166.0,no
32.0,admin.,single,secondary,2817,195.0,no
41.0,management,divorced,tertiary,4567,106.0,no
26.0,services,single,secondary,127,85.0,no
34.0,blue-collar,married,primary,176,78.0,no
57.0,retired,married,tertiary,0,648.0,yes
36.0,services,single,secondary,1482,177.0,no
42.0,blue-collar,married,secondary,3052,32.0,no
35.0,technician,divorced,secondary,56,24.0,no
52.0,entrepreneur,divorced,primary,278,688.0,no
36.0,management,single,tertiary,3875,21.0,no
46.0,technician,married,secondary,-337,112.0,no
60.0,management,divorced,tertiary,366,593.0,yes
57.0,housemaid,married,primary,501,59.0,no
48.0,management,married,tertiary,998,121.0,no
59.0,self-employed,married,primary,0,97.0,no
39.0,management,married,tertiary,246,86.0,no
44.0,blue-collar,married,secondary,-182,10.0,no
27.0,management,single,tertiary,446,205.0,no
59.0,retired,married,secondary,1173,77.0,no
36.0,technician,divorced,secondary,5957,138.0,no
44.0,admin.,married,secondary,205,289.0,yes
50.0,admin.,married,secondary,0,86.0,no
41.0,management,divorced,tertiary,369,9.0,no
47.0,admin.,married,secondary,1934,225.0,no
32.0,technician,single,tertiary,259,407.0,no
38.0,blue-collar,married,secondary,284,1030.0,no
55.0,blue-collar,married,unknown,23,123.0,no
38.0,management,single,tertiary,1373,119.0,no
31.0,management,single,tertiary,62,175.0,no
38.0,blue-collar,divorced,secondary,157,299.0,no
29.0,unemployed,single,tertiary,991,563.0,no
55.0,services,married,secondary,186,241.0,no
35.0,unemployed,married,secondary,977,52.0,no
40.0,self-employed,single,tertiary,2893,76.0,no
34.0,blue-collar,married,secondary,1897,441.0,no
32.0,technician,single,tertiary,5514,319.0,yes
33.0,blue-collar,married,secondary,889,13.0,no
33.0,management,married,tertiary,273,803.0,yes
37.0,admin.,married,secondary,1193,396.0,no
58.0,management,married,tertiary,2729,188.0,no
36.0,admin.,single,secondary,0,637.0,no
42.0,blue-collar,married,secondary,230,175.0,no
34.0,technician,single,secondary,2729,945.0,no
35.0,management,married,tertiary,317,162.0,no
60.0,housemaid,married,primary,517,1178.0,no
50.0,management,married,tertiary,-470,506.0,no
28.0,self-employed,single,tertiary,4579,409.0,yes
27.0,blue-collar,divorced,secondary,1,116.0,no
37.0,management,married,tertiary,5106,244.0,yes
31.0,technician,married,tertiary,636,352.0,yes
34.0,services,married,secondary,1076,152.0,yes
38.0,management,married,tertiary,126,164.0,no
32.0,self-employed,married,secondary,-33,234.0,no
37.0,technician,married,secondary,430,154.0,no
33.0,admin.,married,secondary,-6,566.0,no
71.0,technician,married,tertiary,383,327.0,no
27.0,technician,married,secondary,130,265.0,no
38.0,blue-collar,married,primary,2569,172.0,no
34.0,technician,single,secondary,201,257.0,no
54.0,retired,divorced,tertiary,0,618.0,yes
30.0,blue-collar,married,secondary,6,241.0,no
35.0,entrepreneur,single,secondary,475,936.0,no
33.0,blue-collar,single,secondary,706,329.0,no
36.0,management,married,secondary,1825,24.0,no
59.0,self-employed,married,tertiary,185,177.0,no
72.0,blue-collar,married,primary,4415,120.0,no
64.0,management,married,tertiary,679,135.0,no
53.0,technician,divorced,secondary,320,175.0,no
35.0,management,single,tertiary,2988,179.0,no
58.0,self-employed,married,secondary,1407,58.0,no
40.0,technician,married,secondary,1270,342.0,no
41.0,services,divorced,secondary,654,139.0,no
48.0,retired,married,primary,5173,88.0,no
44.0,entrepreneur,married,tertiary,3463,210.0,no
39.0,blue-collar,married,unknown,0,731.0,no
61.0,management,married,tertiary,6016,670.0,yes
36.0,entrepreneur,married,primary,177,63.0,no
28.0,management,married,tertiary,3694,70.0,no
58.0,retired,single,secondary,1640,72.0,no
60.0,admin.,divorced,secondary,174,241.0,no
66.0,admin.,single,secondary,10177,272.0,no
36.0,management,single,tertiary,490,207.0,yes
49.0,self-employed,married,secondary,2576,64.0,no
40.0,services,married,secondary,0,543.0,no
23.0,technician,single,secondary,598,166.0,no
29.0,management,single,tertiary,15459,245.0,no
44.0,blue-collar,married,primary,271,94.0,no
54.0,unknown,married,unknown,2508,34.0,no
47.0,blue-collar,married,primary,320,203.0,no
33.0,admin.,married,tertiary,640,318.0,no
30.0,self-employed,married,secondary,1772,158.0,no
27.0,admin.,single,secondary,15,177.0,no
49.0,management,divorced,tertiary,2370,56.0,no
27.0,services,single,secondary,201,172.0,no
51.0,blue-collar,married,secondary,160,136.0,no
32.0,admin.,divorced,secondary,5,82.0,no
30.0,blue-collar,single,secondary,75,123.0,no
33.0,admin.,married,secondary,4902,110.0,no
27.0,blue-collar,single,primary,-79,385.0,no
75.0,retired,divorced,secondary,1341,415.0,yes
37.0,services,divorced,secondary,490,73.0,no
36.0,technician,single,secondary,1521,243.0,no
37.0,blue-collar,married,secondary,131,137.0,no
35.0,management,married,tertiary,8,55.0,no
32.0,services,married,secondary,-632,18.0,no
32.0,admin.,single,secondary,116,255.0,no
35.0,admin.,married,primary,189,95.0,no
31.0,blue-collar,married,primary,2,112.0,no
28.0,blue-collar,single,secondary,4229,205.0,no
27.0,services,married,secondary,54,97.0,no
22.0,student,single,unknown,549,154.0,no
35.0,blue-collar,married,primary,298,135.0,no
69.0,retired,married,primary,579,230.0,no
37.0,entrepreneur,single,tertiary,1467,349.0,no
45.0,admin.,single,secondary,0,38.0,no
47.0,management,married,tertiary,109,268.0,no
52.0,management,married,tertiary,-11,94.0,no
33.0,services,married,secondary,90,263.0,no
60.0,blue-collar,married,primary,493,671.0,yes
33.0,management,divorced,secondary,1897,197.0,no
44.0,admin.,married,secondary,2403,180.0,no
38.0,entrepreneur,married,secondary,868,452.0,no
54.0,entrepreneur,married,secondary,653,352.0,no
32.0,unemployed,divorced,primary,0,175.0,no
33.0,technician,married,secondary,0,163.0,no
55.0,services,divorced,secondary,218,200.0,no
51.0,blue-collar,married,primary,5050,75.0,no
48.0,blue-collar,married,secondary,741,227.0,no
37.0,services,single,secondary,1050,586.0,no
33.0,services,single,secondary,-56,119.0,no
30.0,blue-collar,married,primary,1,80.0,no
43.0,blue-collar,married,primary,-98,112.0,no
49.0,technician,married,secondary,4667,130.0,no
54.0,unemployed,married,primary,541,237.0,no
31.0,unemployed,married,tertiary,7744,377.0,no
54.0,unknown,married,unknown,895,335.0,yes
36.0,unemployed,married,secondary,-129,121.0,no
30.0,admin.,married,secondary,0,127.0,no
27.0,technician,single,secondary,158,650.0,yes
30.0,admin.,married,secondary,122,107.0,no
30.0,blue-collar,married,secondary,673,610.0,no
35.0,technician,divorced,secondary,0,124.0,no
33.0,services,divorced,secondary,411,216.0,no
43.0,blue-collar,divorced,primary,-97,747.0,no
41.0,blue-collar,married,secondary,-217,313.0,no
41.0,management,divorced,tertiary,5037,252.0,yes
46.0,admin.,divorced,secondary,2232,121.0,yes
54.0,blue-collar,married,secondary,-932,799.0,no
32.0,management,married,tertiary,913,883.0,no
30.0,technician,single,tertiary,236,197.0,no
40.0,entrepreneur,married,primary,0,271.0,no
30.0,blue-collar,married,primary,2581,221.0,no
27.0,admin.,married,secondary,639,243.0,no
41.0,blue-collar,married,primary,849,72.0,no
54.0,services,married,secondary,386,155.0,no
32.0,management,single,tertiary,1218,70.0,no
31.0,management,married,tertiary,2603,280.0,yes
42.0,blue-collar,married,secondary,-921,115.0,no
48.0,admin.,married,primary,607,29.0,no
34.0,blue-collar,married,primary,79,406.0,no
55.0,technician,divorced,secondary,61,113.0,no
49.0,technician,married,secondary,1091,47.0,no
46.0,management,divorced,tertiary,743,36.0,no
47.0,entrepreneur,married,unknown,209,135.0,no
24.0,management,single,tertiary,172,67.0,no
58.0,entrepreneur,married,secondary,2,684.0,no
32.0,management,single,tertiary,41,686.0,yes
25.0,student,single,secondary,1116,170.0,no
49.0,blue-collar,married,secondary,-55,150.0,no
59.0,retired,divorced,secondary,5845,1060.0,yes
30.0,management,single,tertiary,329,122.0,no
46.0,blue-collar,married,secondary,494,724.0,no
42.0,management,married,unknown,1519,230.0,yes
37.0,entrepreneur,married,tertiary,2685,187.0,no
44.0,blue-collar,married,primary,-14,179.0,no
49.0,services,married,secondary,5673,357.0,no
41.0,blue-collar,married,secondary,1459,82.0,no
48.0,technician,married,tertiary,0,176.0,no
31.0,management,married,secondary,625,424.0,no
37.0,student,married,unknown,0,115.0,no
51.0,services,married,secondary,867,177.0,no
80.0,retired,married,secondary,8304,712.0,yes
32.0,management,single,tertiary,151,118.0,no
48.0,services,married,primary,-583,25.0,no
49.0,blue-collar,married,tertiary,1784,753.0,no
30.0,management,married,tertiary,3134,124.0,no
27.0,self-employed,single,secondary,49,208.0,no
34.0,technician,married,secondary,-346,136.0,no
49.0,management,married,secondary,1623,1081.0,yes
48.0,management,married,tertiary,60,376.0,no
40.0,services,married,secondary,17,78.0,no
38.0,blue-collar,married,secondary,2008,354.0,no
46.0,blue-collar,married,primary,91,29.0,no
41.0,entrepreneur,married,tertiary,171,209.0,no
28.0,management,single,tertiary,1027,433.0,no
51.0,services,married,unknown,5801,147.0,no
33.0,blue-collar,divorced,primary,142,41.0,no
26.0,management,single,tertiary,205,111.0,no
34.0,admin.,single,secondary,852,108.0,no
27.0,blue-collar,married,secondary,-584,411.0,no
42.0,self-employed,married,secondary,97,108.0,no
45.0,admin.,married,secondary,204,224.0,yes
31.0,technician,single,secondary,628,1083.0,no
32.0,management,single,tertiary,311,757.0,yes
39.0,blue-collar,married,primary,1564,57.0,no
26.0,blue-collar,single,secondary,856,95.0,no
40.0,management,single,tertiary,1509,144.0,no
52.0,services,married,secondary,-888,135.0,no
40.0,technician,single,tertiary,226,176.0,no
48.0,technician,married,secondary,127,524.0,no
31.0,services,married,secondary,413,65.0,no
27.0,admin.,married,secondary,710,653.0,yes
47.0,technician,married,secondary,1233,91.0,yes
28.0,management,single,secondary,171,93.0,yes
40.0,management,divorced,tertiary,69,503.0,no
34.0,admin.,married,secondary,1499,186.0,no
29.0,self-employed,married,tertiary,751,121.0,no
36.0,management,married,tertiary,61,452.0,no
83.0,retired,married,primary,425,883.0,yes
55.0,services,divorced,primary,2923,104.0,no
43.0,management,divorced,tertiary,99,24.0,no
23.0,student,single,secondary,1021,79.0,no
44.0,technician,married,tertiary,1146,178.0,no
58.0,blue-collar,married,primary,781,74.0,no
29.0,admin.,single,secondary,1448,217.0,no
30.0,management,single,tertiary,604,475.0,no
29.0,admin.,single,secondary,-194,127.0,no
41.0,technician,married,secondary,0,101.0,no
35.0,housemaid,married,primary,0,340.0,no
31.0,technician,single,secondary,1014,158.0,no
27.0,admin.,single,tertiary,73,242.0,no
47.0,services,married,secondary,2597,323.0,no
53.0,self-employed,married,tertiary,2627,18.0,no
34.0,management,married,tertiary,1906,68.0,no
34.0,blue-collar,married,primary,-319,134.0,no
36.0,management,married,tertiary,-296,113.0,no
40.0,technician,married,secondary,169,43.0,no
37.0,self-employed,single,tertiary,556,200.0,no
65.0,retired,divorced,unknown,300,245.0,no
53.0,technician,divorced,secondary,751,343.0,no
28.0,technician,single,secondary,126,229.0,no
33.0,technician,divorced,tertiary,-386,530.0,no
56.0,blue-collar,married,primary,379,58.0,no
45.0,self-employed,married,secondary,706,78.0,no
39.0,technician,married,secondary,9121,147.0,no
28.0,management,single,tertiary,1466,40.0,no
36.0,blue-collar,married,primary,0,618.0,no
41.0,blue-collar,married,primary,951,23.0,no
46.0,admin.,married,secondary,368,293.0,yes
41.0,blue-collar,married,secondary,121,16.0,no
59.0,services,married,secondary,204,286.0,no
24.0,admin.,married,secondary,299,209.0,no
34.0,management,married,tertiary,4170,935.0,no
40.0,blue-collar,married,primary,-335,260.0,no
42.0,admin.,married,secondary,3165,298.0,no
50.0,services,married,secondary,254,397.0,no
25.0,management,single,tertiary,553,113.0,no
51.0,services,divorced,secondary,518,76.0,no
50.0,management,married,tertiary,85,141.0,no
37.0,blue-collar,married,unknown,603,773.0,no
21.0,services,single,secondary,361,329.0,no
52.0,blue-collar,married,secondary,-98,423.0,no
55.0,retired,married,primary,4424,67.0,no
26.0,technician,single,secondary,2610,626.0,no
38.0,technician,married,tertiary,3234,578.0,yes
32.0,blue-collar,married,secondary,687,61.0,no
31.0,blue-collar,married,secondary,631,248.0,no
34.0,technician,single,secondary,341,136.0,no
33.0,technician,single,tertiary,316,126.0,no
35.0,technician,married,secondary,2,653.0,no
44.0,management,married,unknown,415,7.0,no
48.0,management,divorced,tertiary,507,528.0,no
29.0,blue-collar,married,secondary,912,785.0,no
50.0,management,married,tertiary,0,243.0,no
37.0,blue-collar,married,primary,37,24.0,no
44.0,admin.,single,secondary,2524,82.0,no
36.0,unemployed,single,tertiary,9019,952.0,no
49.0,blue-collar,divorced,unknown,39,27.0,no
31.0,blue-collar,married,secondary,0,143.0,no
49.0,technician,divorced,secondary,265,274.0,no
35.0,blue-collar,single,secondary,0,1174.0,yes
57.0,admin.,divorced,unknown,4012,915.0,no
42.0,blue-collar,married,primary,1520,115.0,no
36.0,blue-collar,divorced,secondary,-140,222.0,no
75.0,retired,divorced,primary,852,341.0,no
38.0,blue-collar,single,secondary,578,112.0,no
40.0,blue-collar,married,primary,0,64.0,no
38.0,services,single,secondary,2253,937.0,yes
34.0,management,single,tertiary,1171,129.0,no
29.0,technician,single,tertiary,452,59.0,no
28.0,admin.,married,secondary,-97,79.0,no
79.0,retired,married,secondary,4738,151.0,no
51.0,admin.,divorced,secondary,467,83.0,no
32.0,student,single,tertiary,0,101.0,no
36.0,management,married,tertiary,495,157.0,yes
38.0,entrepreneur,married,secondary,157,57.0,no
49.0,self-employed,married,secondary,358,176.0,no
42.0,services,married,secondary,292,222.0,no
43.0,blue-collar,married,primary,7343,217.0,no
34.0,blue-collar,married,secondary,-563,252.0,no
59.0,retired,single,secondary,351,1063.0,yes
35.0,unknown,married,primary,365,41.0,no
33.0,blue-collar,single,secondary,13494,27.0,no
34.0,admin.,single,secondary,846,758.0,no
64.0,retired,married,secondary,1574,301.0,yes
34.0,entrepreneur,married,tertiary,-28,574.0,no
77.0,retired,married,tertiary,0,847.0,yes
57.0,retired,married,primary,2927,78.0,no
30.0,blue-collar,married,secondary,501,514.0,no
56.0,housemaid,divorced,primary,1238,1558.0,yes
49.0,unknown,married,unknown,301,789.0,no
73.0,retired,married,primary,1388,146.0,no
39.0,technician,single,secondary,102,272.0,no
57.0,technician,divorced,primary,13,323.0,no
32.0,self-employed,married,secondary,413,712.0,no
32.0,technician,single,tertiary,4665,860.0,yes
45.0,admin.,married,secondary,638,75.0,no
32.0,blue-collar,married,secondary,101,191.0,no
31.0,management,married,tertiary,1224,1441.0,yes
49.0,self-employed,married,secondary,1103,428.0,no
29.0,services,married,secondary,3748,322.0,no
55.0,technician,married,secondary,955,104.0,no
30.0,admin.,married,secondary,518,127.0,no
45.0,services,single,primary,1893,1259.0,yes
39.0,technician,married,tertiary,14,114.0,no
36.0,admin.,married,secondary,-423,106.0,no
33.0,management,married,tertiary,3696,305.0,no
36.0,management,married,tertiary,2987,307.0,yes
31.0,technician,single,secondary,433,1504.0,no
36.0,technician,married,unknown,756,396.0,no
38.0,technician,single,tertiary,0,71.0,no
33.0,unknown,married,secondary,2727,205.0,no
40.0,technician,married,secondary,93,134.0,no
31.0,blue-collar,married,secondary,1766,166.0,yes
39.0,services,married,secondary,124,81.0,no
33.0,admin.,married,tertiary,69,77.0,no
53.0,services,divorced,secondary,0,80.0,yes
38.0,management,married,tertiary,0,537.0,no
59.0,technician,married,secondary,259,415.0,yes
55.0,blue-collar,married,primary,4103,291.0,no
38.0,technician,single,tertiary,744,283.0,no
48.0,services,married,secondary,116,70.0,no
53.0,blue-collar,married,secondary,70,611.0,no
44.0,admin.,divorced,secondary,432,132.0,no
57.0,management,married,tertiary,1172,26.0,no
29.0,blue-collar,single,secondary,9,262.0,no
31.0,services,married,secondary,428,272.0,no
35.0,technician,single,tertiary,7546,137.0,no
31.0,blue-collar,married,primary,620,95.0,no
35.0,self-employed,married,tertiary,8647,140.0,no
40.0,management,single,secondary,192,71.0,no
39.0,blue-collar,married,secondary,0,502.0,no
43.0,technician,single,tertiary,27733,164.0,no
44.0,entrepreneur,married,primary,276,219.0,no
29.0,technician,single,secondary,113,328.0,yes
40.0,technician,married,secondary,782,224.0,no
33.0,entrepreneur,married,primary,82,63.0,no
46.0,management,married,tertiary,1008,24.0,no
27.0,unknown,single,tertiary,6421,147.0,no
26.0,admin.,single,secondary,443,84.0,no
41.0,technician,married,secondary,351,175.0,no
34.0,technician,married,tertiary,5060,12.0,no
39.0,technician,single,tertiary,-41,40.0,no
27.0,services,single,secondary,-124,217.0,no
31.0,blue-collar,married,secondary,79,235.0,no
44.0,unemployed,single,secondary,3945,255.0,no
55.0,retired,married,tertiary,197,256.0,no
51.0,blue-collar,divorced,primary,837,41.0,no
50.0,management,married,tertiary,-94,75.0,no
30.0,services,married,secondary,1743,192.0,no
46.0,technician,married,secondary,57,796.0,yes
49.0,admin.,married,secondary,635,220.0,no
56.0,retired,married,secondary,-113,614.0,no
47.0,admin.,divorced,secondary,225,1126.0,yes
30.0,admin.,married,secondary,124,161.0,no
36.0,entrepreneur,single,secondary,475,141.0,no
40.0,management,married,tertiary,-7,697.0,no
37.0,technician,single,secondary,375,223.0,no
42.0,admin.,divorced,secondary,936,931.0,yes
45.0,technician,married,secondary,1415,483.0,no
34.0,unemployed,single,secondary,0,63.0,no
27.0,admin.,single,secondary,3638,271.0,no
30.0,blue-collar,married,secondary,-99,144.0,no
32.0,technician,married,secondary,167,79.0,no
46.0,housemaid,married,primary,19,171.0,no
29.0,self-employed,married,tertiary,242,73.0,no
53.0,unknown,married,unknown,13,69.0,no
32.0,technician,married,secondary,286,60.0,no
49.0,unemployed,married,secondary,769,257.0,no
35.0,management,married,tertiary,93,198.0,no
38.0,blue-collar,married,secondary,1663,217.0,no
39.0,entrepreneur,married,primary,238,134.0,no
34.0,technician,single,secondary,2178,41.0,no
42.0,blue-collar,married,primary,792,611.0,no
35.0,blue-collar,single,unknown,871,216.0,no
60.0,admin.,married,secondary,1025,388.0,no
57.0,technician,divorced,secondary,63,242.0,no
31.0,blue-collar,single,secondary,16,387.0,no
29.0,management,single,secondary,417,90.0,no
41.0,services,married,secondary,3992,281.0,no
46.0,blue-collar,married,primary,2749,332.0,no
33.0,technician,married,secondary,133,218.0,yes
32.0,blue-collar,single,secondary,1721,650.0,no
54.0,management,divorced,tertiary,2171,1034.0,yes
37.0,services,married,secondary,4760,182.0,no
32.0,technician,single,secondary,2979,156.0,no
43.0,management,married,tertiary,690,171.0,no
50.0,blue-collar,divorced,secondary,203,265.0,no
34.0,blue-collar,married,secondary,322,10.0,no
31.0,admin.,divorced,secondary,1210,350.0,no
43.0,self-employed,married,secondary,634,65.0,no
49.0,entrepreneur,married,secondary,273,58.0,no
22.0,student,single,unknown,47,69.0,no
35.0,management,married,tertiary,1100,127.0,no
56.0,admin.,married,secondary,0,154.0,no
53.0,blue-collar,married,secondary,0,36.0,no
54.0,entrepreneur,married,tertiary,1544,85.0,no
32.0,services,single,unknown,6145,362.0,no
41.0,self-employed,married,secondary,28,49.0,no
40.0,blue-collar,married,secondary,1012,410.0,no
33.0,blue-collar,married,primary,245,253.0,no
33.0,management,single,tertiary,1998,570.0,no
34.0,blue-collar,married,secondary,3990,633.0,no
36.0,services,married,secondary,1328,82.0,no
34.0,entrepreneur,married,tertiary,412,164.0,no
55.0,management,married,primary,229,175.0,no
28.0,student,single,tertiary,1562,659.0,yes
29.0,admin.,single,secondary,3432,139.0,no
31.0,admin.,single,secondary,144,43.0,no
52.0,management,married,tertiary,1339,343.0,no
54.0,services,married,unknown,386,74.0,no
43.0,blue-collar,married,primary,7727,302.0,no
55.0,entrepreneur,married,secondary,204,455.0,no
28.0,blue-collar,divorced,unknown,101,126.0,no
45.0,unemployed,divorced,secondary,728,107.0,no
45.0,entrepreneur,married,primary,2418,120.0,no
51.0,management,married,tertiary,2934,727.0,no
42.0,technician,single,secondary,0,275.0,no
43.0,unknown,single,unknown,181,41.0,no
34.0,management,married,tertiary,176,61.0,no
36.0,blue-collar,married,primary,49,232.0,no
37.0,blue-collar,married,secondary,2023,214.0,no
50.0,blue-collar,married,secondary,372,21.0,no
42.0,management,divorced,unknown,7702,138.0,yes
34.0,blue-collar,single,primary,464,173.0,no
48.0,management,married,secondary,117,635.0,no
47.0,admin.,married,secondary,104,77.0,no
40.0,management,married,tertiary,1041,73.0,no
37.0,management,married,tertiary,539,540.0,no
38.0,blue-collar,married,primary,0,179.0,no
29.0,technician,single,tertiary,406,119.0,no
46.0,blue-collar,married,primary,2558,107.0,no
26.0,blue-collar,married,secondary,484,48.0,no
30.0,services,single,tertiary,3516,447.0,no
42.0,blue-collar,married,secondary,5639,430.0,no
42.0,management,single,tertiary,100,64.0,no
31.0,admin.,single,secondary,1306,217.0,no
37.0,management,single,tertiary,815,77.0,no
26.0,blue-collar,married,secondary,245,16.0,no
54.0,blue-collar,married,unknown,191,753.0,no
70.0,retired,married,secondary,2815,125.0,no
29.0,self-employed,single,secondary,3672,1210.0,no
50.0,services,married,secondary,1572,185.0,no
60.0,unemployed,divorced,secondary,385,80.0,no
32.0,technician,single,secondary,29,156.0,no
32.0,technician,married,secondary,84,403.0,no
34.0,self-employed,single,tertiary,876,145.0,no
48.0,services,single,primary,1499,17.0,no
25.0,student,married,tertiary,0,160.0,no
32.0,management,married,secondary,6217,486.0,no
32.0,blue-collar,married,primary,329,321.0,no
47.0,admin.,divorced,secondary,162,203.0,no
32.0,technician,married,unknown,14533,646.0,no
49.0,management,single,tertiary,151,97.0,yes
53.0,services,married,secondary,-2,144.0,no
41.0,blue-collar,single,unknown,4684,30.0,no
47.0,management,divorced,tertiary,1149,82.0,no
35.0,blue-collar,married,primary,11,326.0,no
33.0,management,single,secondary,8004,414.0,no
49.0,blue-collar,married,primary,1019,285.0,no
46.0,management,divorced,tertiary,1297,716.0,yes
29.0,management,divorced,tertiary,415,449.0,no
58.0,self-employed,married,primary,671,16.0,no
40.0,admin.,single,secondary,2378,65.0,no
34.0,management,married,tertiary,417,138.0,no
60.0,retired,married,primary,71,121.0,no
43.0,management,married,tertiary,1188,140.0,no
50.0,blue-collar,married,primary,8139,256.0,no
33.0,blue-collar,married,secondary,249,61.0,no
37.0,blue-collar,married,primary,689,367.0,no
55.0,self-employed,married,secondary,203,9.0,no
45.0,blue-collar,single,primary,-183,395.0,no
47.0,blue-collar,married,primary,3451,125.0,no
58.0,technician,married,secondary,116,580.0,no
36.0,services,married,secondary,1746,15.0,no
55.0,technician,married,secondary,0,119.0,no
31.0,blue-collar,married,secondary,897,26.0,no
38.0,technician,married,secondary,821,224.0,no
42.0,blue-collar,married,secondary,130,285.0,no
32.0,management,divorced,tertiary,1,399.0,no
39.0,blue-collar,married,secondary,8,88.0,no
41.0,technician,married,secondary,55,185.0,no
59.0,blue-collar,married,primary,699,98.0,no
42.0,unemployed,divorced,secondary,759,97.0,no
33.0,blue-collar,married,secondary,687,72.0,no
53.0,retired,married,secondary,4968,109.0,no
43.0,blue-collar,married,primary,1211,208.0,no
39.0,self-employed,single,tertiary,426,1029.0,yes
27.0,entrepreneur,single,secondary,376,273.0,no
39.0,management,married,tertiary,12,130.0,no
27.0,blue-collar,single,secondary,23,590.0,no
33.0,admin.,married,secondary,353,107.0,no
29.0,services,divorced,secondary,330,88.0,no
33.0,management,divorced,tertiary,0,305.0,no
41.0,entrepreneur,married,secondary,353,90.0,no
38.0,technician,single,tertiary,2273,222.0,no
30.0,management,married,tertiary,0,127.0,no
58.0,unemployed,married,tertiary,744,38.0,no
37.0,services,single,secondary,608,380.0,no
36.0,admin.,divorced,secondary,356,244.0,no
45.0,blue-collar,married,primary,1291,189.0,no
23.0,technician,single,secondary,-306,217.0,no
53.0,blue-collar,married,primary,306,388.0,yes
44.0,blue-collar,married,primary,-312,22.0,no
32.0,technician,single,secondary,493,289.0,no
32.0,management,married,tertiary,71,221.0,no
38.0,admin.,married,tertiary,669,129.0,no
47.0,blue-collar,married,primary,556,147.0,no
34.0,services,single,secondary,84,299.0,no
52.0,services,married,secondary,108,543.0,no
45.0,admin.,single,secondary,-11,247.0,no
50.0,blue-collar,married,primary,1164,166.0,no
52.0,blue-collar,divorced,primary,-191,755.0,yes
37.0,blue-collar,married,secondary,132,336.0,no
51.0,blue-collar,married,secondary,2237,619.0,no
32.0,management,married,tertiary,4761,159.0,no
33.0,blue-collar,married,secondary,-346,29.0,no
28.0,unemployed,married,secondary,655,606.0,no
66.0,management,married,tertiary,1048,971.0,no
31.0,services,single,secondary,0,231.0,no
35.0,blue-collar,married,primary,624,163.0,no
47.0,services,single,unknown,1784,385.0,yes
36.0,admin.,single,secondary,1281,119.0,no
32.0,technician,single,tertiary,569,348.0,no
34.0,blue-collar,married,primary,1666,30.0,no
40.0,admin.,married,secondary,168,249.0,no
33.0,self-employed,married,tertiary,263,119.0,no
39.0,blue-collar,married,secondary,-405,177.0,no
38.0,self-employed,married,secondary,279,110.0,no
32.0,technician,single,secondary,0,594.0,yes
65.0,unknown,married,unknown,300,105.0,no
34.0,unemployed,single,tertiary,415,123.0,no
34.0,admin.,single,primary,0,172.0,no
42.0,blue-collar,single,primary,1322,178.0,no
31.0,services,married,secondary,1062,230.0,no
47.0,technician,married,secondary,302,89.0,no
44.0,technician,divorced,secondary,809,118.0,no
38.0,housemaid,married,secondary,-278,143.0,no
28.0,management,single,tertiary,3238,7.0,no
46.0,admin.,single,secondary,751,104.0,no
51.0,blue-collar,divorced,primary,-28,220.0,no
42.0,management,divorced,tertiary,0,85.0,no
