job,marital,education,housing,approval,age,balance,duration,campaign
9,2,2,1,0,30.0,6619,239.0,8
1,2,1,1,0,32.0,-84,426.0,1
4,2,2,0,0,40.0,1509,333.0,1
6,1,2,0,0,31.0,1134,174.0,2
9,1,1,1,0,36.0,146,284.0,2
4,2,2,1,0,33.0,9449,428.0,1
5,1,1,1,0,57.0,374,236.0,1
9,1,1,0,0,45.0,88,150.0,2
4,1,2,0,0,59.0,2764,237.0,1
4,2,2,1,1,30.0,2,1031.0,8
9,1,2,0,0,33.0,8023,107.0,1
1,1,1,1,0,52.0,289,45.0,13
5,1,1,0,0,83.0,0,140.0,10
6,0,2,0,1,58.0,1382,700.0,1
4,0,2,0,0,33.0,280,155.0,1
1,0,0,1,0,41.0,2195,211.0,5
6,1,1,0,0,31.0,33,165.0,4
1,0,1,0,0,35.0,275,144.0,5
4,2,2,1,1,27.0,703,590.0,3
0,0,3,0,0,57.0,887,43.0,8
11,1,3,0,0,56.0,0,471.0,2
0,2,1,1,0,53.0,1178,295.0,2
4,1,2,1,1,39.0,2763,526.0,2
2,2,2,1,0,32.0,890,27.0,10
6,1,1,0,1,46.0,548,1181.0,4
9,1,2,0,0,56.0,272,103.0,2
4,0,2,1,0,46.0,6269,249.0,3
2,1,1,1,0,29.0,178,231.0,4
4,1,0,1,0,60.0,252,123.0,2
3,2,2,1,0,33.0,23663,199.0,2
2,2,2,0,0,27.0,81,197.0,1
6,0,2,1,0,50.0,59,67.0,2
7,1,1,0,0,45.0,1343,220.0,1
5,1,1,0,0,58.0,225,122.0,6
5,1,0,1,0,59.0,0,104.0,7
5,0,0,1,0,58.0,2538,307.0,6
5,1,0,0,0,64.0,43,117.0,1
9,1,1,0,0,47.0,57,253.0,1
4,1,2,1,0,40.0,-117,770.0,2
9,0,1,1,0,36.0,666,190.0,1
4,2,2,1,1,28.0,0,767.0,5
9,2,2,1,1,38.0,25,232.0,2
2,1,0,1,0,53.0,1034,854.0,2
1,2,1,1,0,46.0,324,293.0,6
9,1,1,0,0,54.0,0,986.0,1
4,1,2,0,0,32.0,0,66.0,1
4,1,0,0,0,55.0,621,114.0,1
5,0,1,0,0,55.0,138,205.0,1
9,1,1,0,0,56.0,4063,31.0,4
1,1,1,0,0,40.0,11084,113.0,1
9,1,1,1,0,44.0,310,200.0,1
2,1,3,1,0,32.0,73,158.0,1
4,1,2,1,0,33.0,1808,99.0,4
10,0,1,0,0,41.0,1281,45.0,3
9,1,1,1,0,37.0,64,239.0,4
4,2,2,1,0,58.0,2,168.0,3
1,1,1,0,0,52.0,60,196.0,2
7,2,1,0,0,49.0,133,319.0,6
3,1,0,0,0,44.0,3706,209.0,3
0,2,3,0,0,28.0,174,184.0,1
9,1,1,0,0,31.0,251,156.0,2
6,1,1,1,0,37.0,4153,35.0,16
9,2,2,1,0,30.0,985,88.0,2
7,2,1,0,1,28.0,168,347.0,3
7,1,1,1,0,46.0,1550,126.0,2
4,1,2,1,0,47.0,7708,157.0,5
1,1,0,1,0,35.0,-12,212.0,5
4,1,0,0,0,80.0,6483,123.0,1
9,2,2,1,0,30.0,60,306.0,5
9,2,1,1,0,55.0,3339,63.0,1
8,2,2,0,0,22.0,1161,119.0,1
1,2,0,1,0,33.0,599,29.0,1
2,1,3,0,0,53.0,28,117.0,2
4,1,2,0,0,49.0,1430,231.0,2
5,1,1,0,0,51.0,35,123.0,4
6,1,2,1,0,41.0,6000,265.0,1
9,1,1,1,0,34.0,0,144.0,1
1,2,1,0,0,36.0,340,559.0,3
2,1,2,0,0,35.0,0,74.0,1
7,1,1,1,0,29.0,3,183.0,1
9,2,2,1,0,40.0,445,631.0,1
4,0,2,0,1,32.0,874,1282.0,6
1,1,1,0,0,48.0,705,108.0,2
5,1,3,0,1,59.0,1033,1199.0,1
6,0,2,1,1,35.0,1354,736.0,2
9,2,2,0,0,33.0,123,264.0,1
5,1,0,0,0,55.0,8894,262.0,1
1,1,1,1,0,41.0,429,244.0,1
3,1,0,0,0,42.0,14752,107.0,2
1,1,0,0,0,46.0,67,9.0,1
3,0,1,0,0,35.0,39,149.0,2
9,2,2,0,0,28.0,102,321.0,2
8,2,1,0,0,25.0,1790,224.0,1
4,2,2,0,0,56.0,15311,157.0,6
0,2,1,0,0,30.0,-635,250.0,1
1,1,1,0,0,45.0,115,209.0,4
4,1,2,0,0,40.0,10786,111.0,3
1,1,1,1,0,40.0,498,55.0,2
1,1,1,1,0,39.0,1045,290.0,13
2,1,2,0,0,48.0,810,383.0,1
9,2,2,1,0,31.0,-162,380.0,1
4,1,2,0,0,32.0,55,124.0,3
7,1,1,1,0,34.0,586,224.0,2
9,2,1,0,0,26.0,455,240.0,1
4,1,2,1,0,31.0,1010,385.0,3
4,2,2,1,0,37.0,509,133.0,1
8,2,3,0,0,29.0,2929,91.0,1
9,1,1,1,0,57.0,3071,63.0,3
4,2,2,1,0,47.0,153,192.0,2
6,2,1,1,0,38.0,1146,91.0,2
1,1,0,0,0,48.0,1092,79.0,1
4,1,2,0,1,50.0,3463,96.0,1
0,1,1,1,0,33.0,1158,25.0,2
0,2,1,1,0,28.0,26,227.0,2
7,2,1,0,0,30.0,566,110.0,1
9,0,1,0,0,52.0,204,134.0,2
9,1,1,0,1,36.0,480,213.0,1
9,2,1,1,0,36.0,1855,75.0,1
7,1,1,0,0,46.0,1034,109.0,2
4,1,2,0,0,57.0,3250,162.0,3
4,2,1,0,1,28.0,1633,275.0,1
7,1,1,1,0,46.0,0,154.0,1
5,1,0,0,1,55.0,3334,632.0,4
4,1,2,1,0,33.0,4020,251.0,1
4,1,1,0,0,53.0,66,141.0,1
9,2,1,1,0,41.0,-41,154.0,1
1,1,1,1,0,60.0,322,63.0,1
2,1,0,0,0,35.0,2643,259.0,1
1,0,0,1,0,43.0,49,100.0,1
0,0,0,0,0,57.0,1,17.0,10
0,1,1,1,0,46.0,3098,192.0,9
1,1,0,1,0,31.0,352,97.0,9
9,1,1,0,0,53.0,65,41.0,2
1,1,1,1,0,35.0,1949,200.0,3
0,2,1,1,0,32.0,739,91.0,3
4,1,2,1,1,48.0,1167,264.0,1
0,1,1,1,0,50.0,231,397.0,2
1,1,0,1,0,40.0,1136,86.0,1
2,1,2,0,0,42.0,233,446.0,1
0,1,1,0,0,59.0,817,304.0,1
1,2,0,1,0,27.0,1128,88.0,4
4,2,2,1,0,32.0,1831,86.0,2
9,2,1,1,0,35.0,450,63.0,1
7,1,1,1,0,28.0,0,335.0,2
4,0,1,0,0,37.0,414,293.0,2
4,1,0,1,0,57.0,1052,227.0,4
0,2,1,1,0,42.0,1022,146.0,2
0,1,0,1,0,55.0,343,276.0,3
4,1,2,1,0,52.0,1944,238.0,3
1,2,1,1,0,26.0,-32,14.0,6
9,1,1,1,0,52.0,1781,144.0,2
4,2,2,0,0,26.0,350,367.0,1
10,1,1,1,0,33.0,2,132.0,1
1,2,0,1,0,24.0,111,42.0,4
4,0,2,1,0,37.0,168,227.0,1
9,2,1,0,0,28.0,3,40.0,8
9,2,1,1,0,30.0,102,614.0,2
1,1,0,1,0,33.0,0,270.0,1
11,1,0,0,0,55.0,159,15.0,1
1,1,1,1,0,33.0,1134,304.0,2
1,1,1,1,0,42.0,352,79.0,3
4,1,2,1,0,37.0,865,101.0,1
1,1,0,1,0,59.0,179,55.0,3
1,2,1,1,0,27.0,5,205.0,3
8,1,2,1,0,23.0,-230,259.0,2
4,0,2,0,0,51.0,0,60.0,2
1,1,0,1,0,50.0,3924,122.0,2
9,1,1,1,0,43.0,764,557.0,5
1,0,0,1,0,37.0,511,42.0,1
4,2,2,1,0,34.0,4348,373.0,8
4,1,2,1,0,41.0,3016,80.0,3
8,2,1,0,0,26.0,279,239.0,3
4,0,2,0,0,49.0,1405,29.0,1
1,2,1,1,1,29.0,908,1663.0,1
4,2,2,1,0,30.0,162,186.0,4
7,0,1,0,0,38.0,792,430.0,1
4,1,1,0,0,58.0,111,58.0,2
8,2,3,0,0,34.0,1281,279.0,1
7,0,3,1,0,53.0,1012,332.0,2
4,1,2,0,0,50.0,2881,510.0,2
1,2,1,1,0,30.0,445,218.0,1
4,1,1,1,0,40.0,643,74.0,2
3,2,1,0,0,57.0,254,676.0,1
4,1,2,1,0,40.0,-1212,1259.0,2
9,1,1,1,0,41.0,2125,285.0,3
9,0,3,1,0,53.0,629,298.0,1
1,1,1,1,0,48.0,-202,225.0,4
9,2,1,1,0,32.0,271,80.0,2
4,1,2,1,1,34.0,703,342.0,1
1,1,1,1,0,46.0,-216,404.0,3
7,0,1,0,0,45.0,88,332.0,1
0,2,2,1,0,51.0,16,158.0,1
4,1,1,1,0,31.0,466,164.0,1
9,1,1,1,0,47.0,-75,57.0,1
1,1,1,0,0,32.0,456,121.0,1
9,1,1,1,0,41.0,77,56.0,1
7,2,1,0,0,37.0,-244,178.0,1
1,2,0,0,0,27.0,1209,283.0,1
7,1,1,1,0,27.0,58,113.0,1
4,1,1,0,0,50.0,421,22.0,5
4,2,2,1,0,31.0,112,159.0,2
6,1,2,0,0,40.0,13669,138.0,1
4,1,2,1,1,43.0,1429,1015.0,1
9,1,2,0,0,39.0,794,182.0,1
2,2,2,0,0,31.0,1957,112.0,3
9,1,1,1,0,48.0,454,114.0,1
1,2,0,0,0,32.0,882,80.0,8
10,1,0,1,0,47.0,168,66.0,1
4,2,2,1,0,35.0,714,135.0,22
4,2,2,0,0,42.0,0,99.0,1
1,1,1,0,1,47.0,1996,761.0,2
5,1,1,0,0,59.0,163,464.0,1
0,1,1,1,0,38.0,3190,20.0,2
10,1,1,0,0,50.0,1772,206.0,4
7,2,1,0,0,27.0,-151,283.0,2
3,1,0,0,0,55.0,16,64.0,1
7,2,1,1,1,39.0,7066,667.0,3
9,2,2,0,0,31.0,454,73.0,3
2,1,2,1,0,37.0,4798,156.0,2
9,2,1,1,0,28.0,-298,559.0,7
9,1,1,0,0,42.0,439,143.0,2
7,0,1,1,0,40.0,1927,62.0,1
4,2,1,1,0,59.0,671,219.0,2
7,2,1,1,0,40.0,65,15.0,3
9,1,1,1,0,43.0,-932,567.0,1
9,2,1,1,0,38.0,4366,188.0,2
5,1,0,1,0,54.0,0,159.0,2
1,1,1,1,0,41.0,4900,121.0,2
3,0,0,0,1,55.0,976,345.0,1
4,1,2,0,0,33.0,148,717.0,1
1,1,1,0,0,46.0,5,71.0,3
4,1,1,0,0,36.0,-148,1440000.0,2
9,0,2,0,0,48.0,113,38.0,1
4,1,1,1,0,42.0,-105,60.0,2
4,0,2,0,1,46.0,624,336.0,2
9,1,1,1,0,49.0,-1680,92.0,4
1,1,1,0,0,36.0,-461,254.0,2
9,2,2,1,0,34.0,144,104.0,1
2,0,2,1,0,51.0,4,74.0,5
1,1,0,0,0,58.0,309,156.0,2
4,1,2,0,0,48.0,866,146.0,2
0,2,1,1,1,41.0,1020,882.0,1
6,1,0,1,0,49.0,489,84.0,4
4,1,0,1,0,43.0,8167,114.0,2
1,2,1,0,0,32.0,-255,957.0,3
5,1,1,0,0,54.0,3671,67.0,3
1,0,0,1,0,33.0,636,211.0,11
9,1,1,1,0,35.0,141,299.0,2
9,1,1,1,0,56.0,150,102.0,6
9,1,1,0,0,57.0,839,225.0,1
3,2,0,0,1,31.0,26965,654.0,2
9,2,1,1,0,33.0,716,234.0,2
9,2,2,0,0,29.0,2485,48.0,6
4,2,2,1,0,38.0,15030,167.0,1
0,1,1,0,0,37.0,11303,500.0,2
2,1,2,0,0,33.0,595,22.0,2
4,2,2,0,0,30.0,19358,258.0,2
6,2,1,0,0,31.0,203,177.0,1
9,2,2,1,0,28.0,183,62.0,2
0,2,1,0,1,26.0,255,457008.0,1
9,2,1,1,0,31.0,102,460.0,2
3,0,0,1,0,50.0,94,184.0,4
2,1,0,1,0,45.0,58,119.0,3
4,1,0,0,0,48.0,606,77.0,6
9,1,1,0,0,41.0,0,107.0,1
9,1,0,1,1,60.0,65,1028.0,2
1,1,1,1,0,41.0,338,87.0,1
1,1,0,1,0,43.0,757,315.0,4
4,1,2,1,0,36.0,9269,107.0,2
1,1,0,0,0,40.0,1206,201.0,5
4,2,2,0,0,28.0,882,94.0,1
8,2,2,0,1,27.0,5291,192.0,2
4,2,1,1,0,49.0,61,185.0,2
9,1,2,1,0,37.0,0,77.0,1
1,1,1,1,0,31.0,1407,142.0,3
9,2,1,0,0,31.0,25,381.0,1
1,1,1,1,0,31.0,1354,222.0,2
1,1,0,1,0,35.0,793,106.0,1
1,0,3,1,0,51.0,10287,117.0,1
9,2,1,0,0,33.0,5235,67.0,3
9,2,2,1,0,30.0,3,45.0,2
9,2,1,0,0,58.0,409,643.0,2
0,1,2,1,0,34.0,35,76.0,1
4,1,2,0,0,45.0,-459,508.0,6
7,2,1,0,1,28.0,198,128.0,2
1,1,0,1,0,31.0,99,193.0,2
4,1,2,0,0,40.0,60,172.0,6
7,2,1,0,0,30.0,3485,142.0,2
2,1,1,1,0,34.0,-139,492.0,2
1,1,1,0,0,40.0,952,140.0,1
5,1,0,0,0,59.0,1427,140.0,2
9,2,2,1,0,43.0,1017,257.0,2
4,1,2,0,0,41.0,-29,41.0,2
9,0,1,0,0,33.0,9,91.0,2
4,1,1,1,0,33.0,4040,132.0,2
1,1,1,0,0,36.0,13,284.0,1
6,2,1,0,0,32.0,1259,184.0,2
0,1,1,1,0,25.0,18,225.0,1
1,1,1,1,0,25.0,-76,241.0,3
9,2,2,0,0,38.0,221,79.0,3
4,1,2,1,0,34.0,136,156.0,1
1,1,1,0,0,67.0,16353,223.0,2
1,1,1,1,0,32.0,-63,198.0,1
3,1,0,0,0,45.0,7353,536.0,2
1,1,0,1,0,33.0,511,304.0,2
0,1,0,1,0,38.0,3913,196.0,2
9,0,1,1,0,32.0,1097,298.0,2
5,0,2,1,0,54.0,6102,86.0,6
0,0,1,1,0,51.0,340,186.0,1
1,1,0,1,0,42.0,-119,167.0,3
0,1,1,1,0,41.0,2993,24.0,12
4,0,2,0,0,39.0,3575,74.0,3
1,1,1,1,0,38.0,361,601.0,1
4,1,1,1,0,39.0,1072,1168.0,2
1,1,0,0,0,46.0,2904,277.0,2
2,0,2,0,0,50.0,1790,748.0,3
1,1,1,1,0,33.0,86,364.0,1
9,1,1,1,0,37.0,1633,229.0,3
4,1,2,0,0,31.0,8312,43.0,13
1,0,3,0,1,34.0,172,177.0,1
4,1,2,1,1,34.0,0,262.0,1
4,1,2,1,0,36.0,222,317.0,1
9,1,1,0,0,40.0,109,402.0,22
1,1,1,0,1,40.0,1451,314.0,1
9,1,1,0,1,41.0,1066,109.0,3
4,1,2,0,0,52.0,3163,56.0,6
7,2,1,1,0,40.0,888,169.0,2
1,2,3,1,0,48.0,428,127.0,1
4,0,1,0,0,33.0,106,175.0,3
9,0,1,0,0,44.0,0,56.0,2
4,1,2,0,0,55.0,979,123.0,1
0,1,1,0,0,51.0,2662,148.0,2
4,2,2,0,0,34.0,84,231.0,1
5,0,3,1,0,58.0,5920,255.0,1
4,2,2,1,0,39.0,816,37.0,3
10,2,1,0,0,27.0,3276,106.0,1
4,0,3,1,0,55.0,2,95.0,1
9,2,1,0,0,35.0,-51,134.0,2
9,2,2,1,0,37.0,3315,820.0,2
9,1,1,1,0,52.0,196,116.0,1
1,1,1,1,0,41.0,552,463.0,1
0,1,1,0,0,52.0,2347,603.0,3
1,2,1,1,0,34.0,3723,47.0,5
4,0,0,0,0,53.0,255,126.0,1
4,2,2,0,1,33.0,3143,421.0,2
6,1,1,0,0,47.0,0,174.0,8
1,1,1,1,0,35.0,6411,144.0,1
4,2,2,0,0,33.0,1909,191.0,2
1,1,0,0,0,55.0,3873,222.0,1
6,1,0,1,1,58.0,1013,206.0,1
0,1,1,1,0,44.0,262,74.0,1
7,2,1,1,0,25.0,3217,24.0,1
9,2,1,1,0,37.0,5436,7.0,11
1,1,0,1,0,41.0,2067,493.0,7
1,2,1,0,1,34.0,215,350.0,3
7,0,1,0,0,36.0,1594,250.0,3
6,1,2,0,0,44.0,134,86.0,4
2,0,2,0,0,34.0,262,371.0,1
1,0,0,0,0,56.0,3021,419.0,2
4,0,2,1,1,43.0,388,2087.0,2
1,2,1,1,0,28.0,3412,22.0,4
1,1,1,1,0,54.0,1291,266.0,1
9,0,1,0,0,37.0,79,191.0,1
6,1,2,0,1,59.0,2013,222.0,4
1,0,1,0,0,58.0,543,264.0,3
4,0,2,1,0,56.0,1016,184.0,5
1,2,1,0,0,32.0,604,95.0,3
4,2,2,0,0,42.0,525,127.0,2
5,0,0,0,0,52.0,353,395.0,4
4,1,2,1,0,46.0,964,174.0,1
0,1,2,1,1,37.0,3913,124.0,1
1,1,0,1,0,39.0,879,102.0,2
0,1,1,1,0,31.0,314,279.0,1
3,1,0,0,0,59.0,0,76.0,11
1,1,1,1,0,38.0,1370,472.0,2
4,1,1,0,0,58.0,37,84.0,11
4,2,2,1,0,34.0,673,271.0,1
7,1,1,1,0,40.0,-342,754.0,1
8,2,1,0,0,20.0,291,172.0,5
9,1,1,1,0,34.0,209,375.0,2
9,2,2,1,0,31.0,438,130.0,2
0,2,1,1,0,39.0,1242,303.0,3
2,1,2,1,0,34.0,355,261.0,1
1,1,1,1,0,24.0,204,229.0,3
4,1,2,1,0,41.0,10758,288.0,1
4,1,2,1,0,40.0,5,219.0,3
9,2,1,1,1,45.0,410,891.0,4
4,1,2,1,0,36.0,605,204.0,1
4,1,2,0,0,53.0,4,19.0,6
8,2,1,0,0,23.0,8494,158.0,2
2,1,0,1,0,42.0,198,314.0,1
1,1,1,1,0,48.0,841,215.0,1
4,1,2,0,0,34.0,8,169.0,4
0,1,1,1,0,36.0,470,101.0,4
5,1,1,1,0,43.0,520,15.0,13
1,1,1,1,0,36.0,439,260.0,5
1,1,1,1,1,49.0,-454,558.0,1
5,1,1,0,0,55.0,466,287.0,4
5,1,1,1,1,53.0,665,371.0,2
9,1,1,1,1,42.0,994,149.0,1
0,1,1,1,1,45.0,5346,187.0,1
1,1,1,1,0,31.0,1243,32.0,1
0,1,2,1,0,32.0,0,138.0,1
1,1,1,1,0,36.0,2357,228.0,2
5,1,1,0,1,56.0,1044,353.0,2
0,1,1,1,0,46.0,1069,45.0,2
3,2,1,0,0,41.0,231,76.0,2
0,1,1,1,0,31.0,0,144.0,2
9,1,1,1,0,32.0,266,168.0,2
4,1,2,1,0,38.0,-70,140.0,1
5,2,0,0,0,49.0,25824,94.0,1
4,2,0,0,0,46.0,538,118.0,3
9,2,1,1,0,29.0,534,382.0,1
0,1,3,0,0,36.0,2323,111.0,1
0,1,1,1,0,38.0,1852,298.0,2
9,1,1,1,0,53.0,2647,121.0,1
4,1,2,1,0,43.0,2767,317.0,7
4,1,2,1,0,41.0,176,42.0,1
4,2,1,0,0,42.0,9720,81.0,2
1,0,1,1,1,55.0,1613,296.0,1
0,0,1,1,0,39.0,2903,259.0,2
0,2,1,1,0,30.0,81,121.0,6
1,1,1,1,0,41.0,780,432.0,3
10,1,2,0,0,44.0,178,126.0,2
4,1,2,0,0,58.0,299,120.0,4
5,1,0,1,0,35.0,285,136.0,1
1,1,1,1,0,27.0,872,1130.0,3
7,1,1,0,1,34.0,1337,330.0,2
7,1,1,1,0,25.0,72,305.0,2
1,1,1,0,0,36.0,0,332.0,3
1,1,1,1,0,38.0,-388,412.0,1
0,1,1,1,0,30.0,11,157.0,1
1,0,1,1,0,47.0,-535,71.0,2
7,0,1,1,0,41.0,787,297.0,2
4,2,2,0,0,36.0,3343,307.0,1
2,1,1,0,1,63.0,3904,250.0,2
4,2,2,1,0,23.0,736,119.0,1
4,1,2,0,0,32.0,1390,116.0,2
5,1,0,0,0,57.0,808,274.0,1
4,1,2,0,1,48.0,1147,389.0,1
7,1,1,0,0,49.0,1122,143.0,1
9,1,1,1,0,50.0,-568,860.0,2
1,1,0,1,0,33.0,1165,420.0,2
7,0,1,1,0,53.0,-905,213.0,1
10,1,2,1,0,30.0,0,756.0,1
9,1,1,0,0,38.0,740,259.0,3
4,1,1,1,0,44.0,8262,201.0,16
0,2,1,1,0,39.0,14,19.0,9
9,2,3,1,0,45.0,7108,53.0,1
1,1,1,1,1,36.0,1049,224.0,4
1,1,1,1,0,38.0,0,57.0,5
3,1,1,1,0,36.0,419,251.0,1
4,2,2,1,0,30.0,726,39.0,1
9,0,2,1,0,28.0,594,54.0,3
10,1,2,1,0,26.0,454,28.0,18
11,1,1,0,1,54.0,2206,104.0,1
0,1,2,0,1,38.0,1988,164.0,2
9,2,2,0,0,32.0,0,268.0,2
0,0,1,0,0,50.0,202,148.0,1
1,1,1,1,0,43.0,667,228.0,3
0,1,1,0,0,48.0,112,139.0,5
3,1,0,0,0,57.0,50,89.0,3
3,1,0,0,0,64.0,768,250.0,2
7,0,1,1,0,26.0,74,106.0,6
1,1,1,1,1,33.0,661,968.0,1
6,1,1,0,0,50.0,3025,168.0,3
6,1,2,0,0,47.0,751,408.0,14
4,2,2,0,0,39.0,416,56.0,4
7,1,0,0,0,52.0,14,55.0,5
1,2,0,1,0,31.0,-502,76.0,4
1,1,0,0,0,50.0,0,72.0,5
9,1,1,1,0,47.0,599,99.0,3
4,2,2,1,0,30.0,-218,13.0,15
9,2,2,0,0,32.0,1012,178.0,1
9,1,1,0,0,36.0,300,287.0,1
9,1,2,1,0,46.0,217,141.0,1
4,0,2,0,0,45.0,2096,127.0,1
9,2,1,0,0,37.0,0,69.0,2
3,1,0,1,0,58.0,5278,763.0,4
4,1,2,0,0,59.0,1831,122.0,1
4,1,2,1,0,28.0,1480,143.0,1
4,1,2,1,0,48.0,7289,316.0,3
1,1,3,0,0,55.0,1665,89.0,2
1,2,0,1,0,37.0,851,151.0,1
4,1,2,0,0,41.0,2885,40.0,1
1,1,1,0,0,35.0,137,5.0,1
1,2,1,1,0,34.0,1239,90.0,1
4,2,2,0,0,43.0,146,50.0,1
9,1,1,0,1,59.0,1,159.0,2
1,0,0,0,0,50.0,-10,369.0,6
9,1,1,0,1,37.0,480,344.0,2
9,1,1,1,0,35.0,2789,256.0,2
9,2,1,0,0,50.0,3897,298.0,1
9,0,1,0,0,36.0,487,268.0,3
0,1,1,1,0,41.0,5110,231.0,1
4,1,2,1,0,28.0,318,4.0,4
9,2,2,1,0,42.0,-411,78.0,5
5,1,1,0,0,60.0,4820,419.0,1
4,2,2,1,0,28.0,4937,421.0,3
2,1,1,0,0,48.0,725,105.0,1
2,1,2,0,0,51.0,5403,42.0,1
9,1,2,0,0,32.0,4089,114.0,7
9,1,2,0,0,35.0,188,286.0,2
9,1,3,0,1,37.0,189,238.0,1
1,0,1,1,0,38.0,2998,91.0,1
5,1,1,0,0,77.0,610,766.0,3
4,2,3,0,0,32.0,787,92.0,1
9,0,1,0,0,43.0,167,211.0,3
4,2,2,1,0,36.0,243,160.0,2
4,1,2,0,0,29.0,877,166.0,3
0,2,1,1,0,32.0,2817,195.0,1
4,0,2,1,0,41.0,4567,106.0,1
7,2,1,1,0,26.0,127,85.0,3
1,1,0,0,0,34.0,176,78.0,1
5,1,2,1,1,57.0,0,648.0,1
7,2,1,1,0,36.0,1482,177.0,2
1,1,1,1,0,42.0,3052,32.0,1
9,0,1,0,0,35.0,56,24.0,12
2,0,0,1,0,52.0,278,688.0,2
4,2,2,1,0,36.0,3875,21.0,5
9,1,1,1,0,46.0,-337,112.0,1
4,0,2,0,1,60.0,366,593.0,1
3,1,0,1,0,57.0,501,59.0,2
4,1,2,1,0,48.0,998,121.0,3
6,1,0,1,0,59.0,0,97.0,2
4,1,2,0,0,39.0,246,86.0,2
1,1,1,1,0,44.0,-182,10.0,10
4,2,2,0,0,27.0,446,205.0,3
5,1,1,0,0,59.0,1173,77.0,2
9,0,1,1,0,36.0,5957,138.0,2
0,1,1,0,1,44.0,205,289.0,1
0,1,1,0,0,50.0,0,86.0,4
4,0,2,1,0,41.0,369,9.0,3
0,1,1,0,0,47.0,1934,225.0,1
9,2,2,0,0,32.0,259,407.0,4
1,1,1,1,0,38.0,284,1030.0,6
1,1,3,0,0,55.0,23,123.0,2
4,2,2,0,0,38.0,1373,119.0,4
4,2,2,1,0,31.0,62,175.0,1
1,0,1,0,0,38.0,157,299.0,5
10,2,2,0,0,29.0,991,563.0,1
7,1,1,1,0,55.0,186,241.0,1
10,1,1,1,0,35.0,977,52.0,4
6,2,2,0,0,40.0,2893,76.0,3
1,1,1,1,0,34.0,1897,441.0,1
9,2,2,0,1,32.0,5514,319.0,1
1,1,1,1,0,33.0,889,13.0,1
4,1,2,1,1,33.0,273,803.0,1
0,1,1,0,0,37.0,1193,396.0,2
4,1,2,0,0,58.0,2729,188.0,1
0,2,1,0,0,36.0,0,637.0,1
1,1,1,1,0,42.0,230,175.0,7
9,2,1,1,0,34.0,2729,945.0,1
4,1,2,1,0,35.0,317,162.0,3
3,1,0,0,0,60.0,517,1178.0,3
4,1,2,1,0,50.0,-470,506.0,2
6,2,2,0,1,28.0,4579,409.0,2
1,0,1,1,0,27.0,1,116.0,3
4,1,2,0,1,37.0,5106,244.0,1
9,1,2,1,1,31.0,636,352.0,4
7,1,1,0,1,34.0,1076,152.0,1
4,1,2,1,0,38.0,126,164.0,2
6,1,1,1,0,32.0,-33,234.0,3
9,1,1,0,0,37.0,430,154.0,4
0,1,1,1,0,33.0,-6,566.0,2
9,1,2,0,0,71.0,383,327.0,2
9,1,1,1,0,27.0,130,265.0,3
1,1,0,0,0,38.0,2569,172.0,1
9,2,1,0,0,34.0,201,257.0,2
5,0,2,0,1,54.0,0,618.0,1
1,1,1,1,0,30.0,6,241.0,3
2,2,1,0,0,35.0,475,936.0,4
1,2,1,1,0,33.0,706,329.0,1
4,1,1,1,0,36.0,1825,24.0,1
6,1,2,0,0,59.0,185,177.0,5
1,1,0,0,0,72.0,4415,120.0,1
4,1,2,0,0,64.0,679,135.0,3
9,0,1,0,0,53.0,320,175.0,1
4,2,2,1,0,35.0,2988,179.0,1
6,1,1,1,0,58.0,1407,58.0,1
9,1,1,0,0,40.0,1270,342.0,2
7,0,1,1,0,41.0,654,139.0,2
5,1,0,1,0,48.0,5173,88.0,8
2,1,2,1,0,44.0,3463,210.0,3
1,1,3,0,0,39.0,0,731.0,1
4,1,2,0,1,61.0,6016,670.0,3
2,1,0,1,0,36.0,177,63.0,5
4,1,2,0,0,28.0,3694,70.0,2
5,2,1,0,0,58.0,1640,72.0,6
0,0,1,1,0,60.0,174,241.0,1
0,2,1,0,0,66.0,10177,272.0,4
4,2,2,0,1,36.0,490,207.0,8
6,1,1,1,0,49.0,2576,64.0,6
7,1,1,0,0,40.0,0,543.0,2
9,2,1,0,0,23.0,598,166.0,1
4,2,2,0,0,29.0,15459,245.0,3
1,1,0,1,0,44.0,271,94.0,1
11,1,3,0,0,54.0,2508,34.0,8
1,1,0,0,0,47.0,320,203.0,2
0,1,2,0,0,33.0,640,318.0,1
6,1,1,1,0,30.0,1772,158.0,4
0,2,1,0,0,27.0,15,177.0,1
4,0,2,1,0,49.0,2370,56.0,1
7,2,1,1,0,27.0,201,172.0,2
1,1,1,1,0,51.0,160,136.0,1
0,0,1,1,0,32.0,5,82.0,3
1,2,1,1,0,30.0,75,123.0,1
0,1,1,1,0,33.0,4902,110.0,1
1,2,0,1,0,27.0,-79,385.0,5
5,0,1,0,1,75.0,1341,415.0,7
7,0,1,1,0,37.0,490,73.0,1
9,2,1,1,0,36.0,1521,243.0,2
1,1,1,1,0,37.0,131,137.0,2
4,1,2,1,0,35.0,8,55.0,4
7,1,1,1,0,32.0,-632,18.0,5
0,2,1,0,0,32.0,116,255.0,2
0,1,0,1,0,35.0,189,95.0,1
1,1,0,1,0,31.0,2,112.0,1
1,2,1,1,0,28.0,4229,205.0,2
7,1,1,1,0,27.0,54,97.0,1
8,2,3,0,0,22.0,549,154.0,1
1,1,0,1,0,35.0,298,135.0,2
